村里,區域,mean,std,min,max,q25,q75,median,change_mean,change_std,change_max,change_min,acf_1,acf_2,acf_3,trend,seasonal_peak,seasonal_amplitude,outlier_count,outlier_ratio,zero_count,zero_ratio,consecutive_max,consecutive_nonzero_max,kmeans_cluster,hierarchical_cluster
永康區-成功里,永康區,56.23529411764706,71.5356102190494,0.0,327.0,4.5,83.5,28.0,0.0,0.0,0.0,-1.0,0.16487983583787585,0.18440344184408558,0.4030992571472476,0.3179185520361986,6,2.086029150373267,3,0.058823529411764705,13,0.2549019607843137,3,16,0,1
永康區-新樹里,永康區,60.05882352941177,55.92044769660053,0.0,233.0,18.0,93.5,47.0,0.0,0.0,0.0,-1.0,0.5557574942220638,0.5553375981008466,0.4311423514955773,1.6721266968325785,9,2.075459098497496,1,0.0196078431372549,10,0.19607843137254902,4,37,0,2
永康區-東橋里,永康區,68.54901960784314,72.6584650885195,0.0,382.0,21.5,85.0,50.0,0.0,0.0,0.0,-1.0,0.41342958153523957,0.05316084037596562,0.24489311927413132,1.219366515837104,9,2.220417633410673,5,0.09803921568627451,9,0.17647058823529413,4,22,0,2
永康區-東灣里,永康區,76.07843137254902,64.96732813876677,0.0,278.0,9.5,118.0,72.0,0.0,0.0,0.0,-1.0,0.3871371883744285,0.420038020746468,0.3669188232783458,1.8172850678733028,9,2.0382775119617227,0,0.0,12,0.23529411764705882,6,26,0,2
永康區-正強里,永康區,51.254901960784316,52.437712817114715,0.0,248.0,15.5,67.0,37.0,0.0,0.0,0.0,-1.0,0.30324700169261476,0.13347414896357804,0.3430983108197525,0.5873303167420814,7,2.6015625,4,0.0784313725490196,10,0.19607843137254902,2,26,0,1
永康區-永康里,永康區,69.7843137254902,79.04310563875642,0.0,337.0,0.0,97.5,50.0,0.0,0.0,0.0,-1.0,0.2985243998032939,0.2779755528572092,0.27693323661037555,1.546244343891402,9,2.149408710700894,3,0.058823529411764705,15,0.29411764705882354,6,27,0,2
永康區-永明里,永康區,23.294117647058822,30.16441222211834,0.0,113.0,0.0,33.0,11.0,0.0,0.0,0.0,-1.0,0.4446956373138896,0.24163296361174083,0.2789900605506683,0.6413574660633481,11,2.6363636363636362,3,0.058823529411764705,16,0.3137254901960784,6,31,0,2
永康區-烏竹里,永康區,96.58823529411765,89.95914105205502,0.0,446.0,25.0,155.0,76.0,0.0,0.0,0.0,-1.0,0.6772046601940492,0.574118340205398,0.6145788100798935,2.8848868778280536,9,2.4502219403931513,1,0.0196078431372549,6,0.11764705882352941,3,27,1,2
永康區-王行里,永康區,102.68627450980392,102.95736791431266,0.0,349.0,4.0,148.0,94.0,0.0,0.0,0.0,-1.0,0.6275629013484256,0.48940159619902035,0.5123918205681401,3.4574660633484147,9,2.110304219823356,0,0.0,12,0.23529411764705882,7,31,1,2
永康區-甲頂里,永康區,112.17647058823529,97.5240905381543,0.0,361.0,36.0,154.0,80.0,0.0,0.0,0.0,-1.0,0.5639363582236753,0.5149672758225956,0.6090222806836972,1.1762895927601802,8,1.7526175687666372,2,0.0392156862745098,3,0.058823529411764705,1,35,1,3
永康區-神洲里,永康區,117.66666666666667,131.66786497345004,0.0,545.0,8.0,158.5,80.0,0.0,0.0,0.0,-1.0,0.5324551695839957,0.5413037367295864,0.4104233586464357,2.6303167420814466,7,3.3459376596831887,2,0.0392156862745098,12,0.23529411764705882,3,26,1,2
永康區-網寮里,永康區,81.3529411764706,83.16509448787075,0.0,273.0,0.0,141.0,67.0,0.0,0.0,0.0,-1.0,0.4795720943148835,0.43233860641120836,0.5661632227034615,2.223348416289592,10,2.403470715835141,0,0.0,15,0.29411764705882354,5,24,0,2
永康區-蔦松里,永康區,43.372549019607845,43.03996318972112,0.0,222.0,13.0,63.5,30.0,0.0,0.0,0.0,-1.0,0.46463728765293627,0.36721275359584327,0.3706428703182737,1.1733031674208143,10,2.783333333333333,1,0.0196078431372549,10,0.19607843137254902,8,36,0,2
永康區-西勢里,永康區,75.52941176470588,65.65587648982427,0.0,262.0,30.5,97.0,61.0,0.0,0.0,0.0,-1.0,0.5765546675639014,0.3419730462276578,0.2758062428729651,1.2417194570135743,7,2.347266881028939,3,0.058823529411764705,5,0.09803921568627451,2,38,1,1
永康區-西橋里,永康區,62.35294117647059,50.13614405971475,0.0,201.0,25.5,91.0,55.0,0.0,0.0,0.0,-1.0,0.5300619110208791,0.42208797337948073,0.39979936036939445,0.2765610859728505,8,1.7131782945736433,1,0.0196078431372549,8,0.1568627450980392,2,21,0,2
永康區-西灣里,永康區,79.07843137254902,79.99621069457102,0.0,334.0,22.5,127.0,51.0,0.0,0.0,0.0,-1.0,0.2233041520820526,0.4199526876425133,0.11170727714739183,0.8830769230769225,7,2.324701195219123,2,0.0392156862745098,7,0.13725490196078433,2,25,0,1
永康區-龍埔里,永康區,104.03921568627452,83.30017065632308,0.0,311.0,38.5,166.0,89.0,0.0,0.0,0.0,-1.0,0.5007982459493407,0.2892931439515142,0.4170347247996211,2.843257918552036,11,1.8560062099747718,0,0.0,5,0.09803921568627451,3,38,1,3
永康區-龍潭里,永康區,58.745098039215684,63.33209080308494,0.0,238.0,9.5,89.0,39.0,0.0,0.0,0.0,-1.0,0.6305622058995899,0.41699638330830974,0.5556586718223336,2.3633484162895924,11,2.534681073544789,3,0.058823529411764705,12,0.23529411764705882,5,28,0,2
